kp=2 kd=35

converged quickly with minimal occilation

desired heading  actual heading  ranger reading  heading adjustment      rudder pw       error   voltage
           900,              0,            100,              0,           2750,              0,           8.16
           900,           3215,             74,              0,           3500,           1285,           7.40
           900,            666,            100,              0,           2000,            234,           7.68
           900,            957,            100,              0,           2846,            -57,           8.00
           900,            839,            100,              0,           3012,             61,           7.84
           900,            970,            100,              0,           2260,            -70,           7.92
           900,            913,            100,              0,           3074,            -13,           7.76
           900,            884,            100,              0,           2397,             16,           8.00
           900,            961,            100,              0,           2593,            -61,           7.88
           900,            916,            100,              0,           2823,            -16,           7.96
           900,            870,            100,              0,           2740,             30,           8.00
           900,            920,            100,              0,           2570,            -20,           8.00
           900,            929,            100,              0,           2727,            -29,           8.00
           900,            888,            100,              0,           2949,             12,           7.84
           900,            887,            100,              0,           2706,             13,           8.00
           900,            936,            100,              0,           2643,            -36,           8.00
           900,            916,            100,              0,           2718,            -16,           8.00
           900,            890,            100,              0,           2770,             10,           8.00
           900,            906,            100,              0,           2563,             -6,           8.00
           900,            909,            100,              0,           2732,             -9,           8.00
           900,            901,            100,              0,           2958,             -1,           8.00
           900,            906,            100,              0,           2773,             -6,           8.00
           900,            909,            100,              0,           2662,             -9,           8.00
           900,            906,            100,              0,           2668,             -6,           7.96
