kp=12 kd=70
occilates wildly

desired heading  actual heading  ranger reading  heading adjustment      rudder pw       error   voltage
           900,              0,            100,              0,           2750,              0,           8.20
           900,           3164,            100,              0,           3500,           1336,           7.16
           900,            808,            100,              0,           2000,             92,           7.64
           900,           1869,            100,              0,           2000,           -969,           7.68
           900,           2018,             83,              0,           2000,          -1118,           7.32
           900,           1426,             77,              0,           2000,           -526,           7.40
           900,            210,            100,              0,           3500,            690,           7.48
           900,           3468,            100,              0,           3500,           1032,           7.44
           900,            814,            100,              0,           2000,             86,           8.04
           900,           1798,             72,              0,           2000,           -898,           7.60
           900,           2153,            100,              0,           2000,          -1253,           7.64
           900,           1699,             88,              0,           2000,           -799,           7.36
           900,            575,            100,              0,           3500,            325,           7.04
           900,           3173,            100,              0,           3500,           1327,           7.44
           900,           3475,            100,              0,           3500,           1025,           7.32
           900,           1084,            100,              0,           2000,           -184,           7.60
           900,           2035,             71,              0,           2000,          -1135,           7.60
           900,           2121,             88,              0,           2000,          -1221,           7.52
           900,           1451,            100,              0,           2000,           -551,           7.04
           900,            207,             77,              0,           3500,            693,           7.44
           900,           3295,             60,              0,           3500,           1205,           7.44
           900,            427,            100,              0,           2966,            473,           7.96
           900,           1662,            100,              0,           2000,           -762,           7.64
           900,           2286,             82,              0,           2000,          -1386,           7.60
           900,           2121,             83,              0,           2000,          -1221,           7.48
           900,           1333,             86,              0,           2454,           -433,           7.92
           900,           3481,            100,              0,           3500,           1019,           7.44
           900,           3244,             82,              0,           3500,           1256,           7.40
           900,           3260,            100,              0,           3500,           1240,           7.36
