kp=0 kd=0

spun wildly and continously
desired heading  actual heading  ranger reading  heading adjustment      rudder pw       error   voltage
           900,              0,            100,              0,           2750,              0,           8.24
           900,           2966,             72,              0,           3500,           1534,           7.52
           900,            581,             76,              0,           3500,            319,           7.52
           900,           2396,            100,              0,           2000,          -1496,           8.04
           900,            728,            100,              0,           3500,            172,           7.48
           900,           2638,            100,              0,           2000,          -1738,           8.04
           900,           1143,            100,              0,           2000,           -243,           8.04
           900,           3105,            100,              0,           3500,           1395,           8.04
           900,           1663,            100,              0,           2000,           -763,           8.04
           900,            196,            100,              0,           3500,            704,           7.16
           900,           2360,            100,              0,           2000,          -1460,           8.04
           900,            960,            100,              0,           2450,            -60,           8.04
           900,           3124,            100,              0,           3500,           1376,           8.04
           900,           1658,            100,              0,           2000,           -758,           8.04
           900,            278,            100,              0,           3500,            622,           7.16
           900,           2434,            100,              0,           2000,          -1534,           8.04
           900,           1053,            100,              0,           2000,           -153,           8.04
           900,           3204,            100,              0,           3500,           1296,           8.04
           900,           1703,            100,              0,           2000,           -803,           8.04
           900,            330,            100,              0,           3500,            570,           7.32
           900,           2506,            100,              0,           2000,          -1606,           8.04
           900,           1167,            100,              0,           2000,           -267,           8.04
           900,           3421,            100,              0,           3500,           1079,           8.04
           900,           1962,            100,              0,           2000,          -1062,           8.04
           900,            644,            100,              0,           3500,            256,           7.44
           900,           2760,            100,              0,           3500,           1740,           8.04
           900,           1511,            100,              0,           2000,           -611,           8.04
           900,             81,            100,              0,           3500,            819,           7.40
           900,           2291,            100,              0,           2000,          -1391,           8.00
           900,            799,            100,              0,           3255,            101,           7.88
           900,           2937,            100,              0,           3500,           1563,           8.04
           900,           1628,            100,              0,           2000,           -728,           8.04
           900,            223,            100,              0,           3500,            677,           7.20
           900,           2427,            100,              0,           2000,          -1527,           8.04
           900,            959,            100,              0,           2455,            -59,           8.04
           900,           2656,            100,              0,           2000,          -1756,           8.04
           900,           2653,            100,              0,           2000,          -1753,           7.92
           900,           2640,            100,              0,           2000,          -1740,           7.80
